DATA;REGIAO/CANAL;COD. PROD;DESCRICAO PROD;CATEGORY;FABRICANTE;MARCA;TAMANHO;LEVEL;VENDAS ('000 UNID);VENDAS EM VALOR REAL ('000);DISTR. PONDERADA;DISTRIBUICAO NUMERICA
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;24127;2351993;3;55
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;48750;7634056;29;89
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;24232;8988276;78;28
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;47812;3320030;29;48
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;40345;1855039;75;37
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;37949;7804491;43;28
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;47948;1076312;82;17
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;39646;6720375;100;49
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;40618;9746429;97;96
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;42024;4223464;48;85
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;3326;7993798;75;30
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;36507;5667285;25;49
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;32355;4320350;74;43
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;47716;5971067;44;86
;AREA III - INC;A958;CAPAS   ;CAPAS;;;;CATEGORY;34389;7628965;71;25
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;45965;6276929;62;90
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;14992;3442543;28;34
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;686;110136;77;68
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;6123;701268;42;76
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;30776;4956869;82;79
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;24268;6602149;7;60
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;38873;252549;20;91
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;46009;5838266;32;52
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;30950;3869700;49;50
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;42978;334844;32;76
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;46911;7979758;95;96
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;49734;5965446;63;33
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;46697;8560380;44;58
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;46279;960259;61;43
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;15810;3401224;31;21
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;28978;3652971;88;52
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;33031;2071654;92;58
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;25759;1700660;5;32
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;784;3996225;79;4
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;37938;8617875;69;56
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;18077;8615652;17;84
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;32674;2727295;59;6
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;30918;4634446;59;0
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;12391;5872705;60;58
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;30598;2429603;66;7
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;31232;9799497;44;2
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;10892;2045444;35;79
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;40362;3334088;2;45
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;37069;1198310;96;48
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;1047;1266343;92;31
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;44471;8915387;72;70
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;19574;3203869;58;80
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;48187;7512833;85;6
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;13192;1066436;57;72
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;6188;3249147;14;93
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;2830;7096381;99;99
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;30556;5092031;9;65
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;18153;3056925;4;21
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;33132;1945907;27;67
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;33989;5523910;81;40
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;35580;1187347;100;13
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;46495;2650671;38;50
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;41647;3538673;44;41
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;12304;5066267;72;85
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;37607;3118815;90;87
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;31493;8147435;44;3
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;40704;151569;81;47
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;27300;1535371;57;79
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;12768;3412323;45;40
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;27147;8944056;65;10
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;20649;9947902;60;71
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;48540;2259958;14;29
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;48965;5326554;40;74
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;41933;2116360;20;91
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;30555;5518296;7;58
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;33520;2304068;56;99
;AREA IV - INC;A958;CAPAS   ;CAPAS;;;;CATEGORY;25279;3060039;87;55
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;15369;7014;56;67
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;41252;5425057;78;98
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;43611;8114684;37;3
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;42733;5482200;82;89
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;43413;9173553;100;89
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;35614;3769065;47;99
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;3166;2231413;22;88
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;33077;699043;4;86
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;25691;4658105;36;78
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;36534;5376153;67;28
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;46925;6424490;53;10
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;15500;2825950;75;77
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;41487;6334359;9;27
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;14486;2541372;55;99
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;17235;7131411;20;36
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;19723;7933289;81;35
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;13448;3139594;17;90
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;47726;3458782;40;45
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;35180;4745123;63;4
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;24499;4164643;49;31
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;42859;5724087;15;88
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;4019;5112301;96;43
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;27576;6811544;92;79
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;37608;2038402;85;86
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;44611;3231740;69;71
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;46497;692817;41;66
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;16327;2319328;39;20
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;48126;2015934;63;42
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;31182;3979989;26;20
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;41933;2289167;63;54
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;39121;8391117;68;42
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;37584;9485499;93;98
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;3764;7918092;3;67
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;25351;504143;98;8
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;28744;2102043;81;5
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;35095;4594599;43;53
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;22336;8624025;64;39
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;14659;9158374;99;90
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;4757;6830465;58;25
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;45318;444997;65;20
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;19920;9845532;59;48
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;25465;9944270;78;95
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;38787;4239927;90;6
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;33052;7430705;42;3
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;43712;9898804;67;20
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;18951;9579878;31;86
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;47436;9700280;35;53
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;47625;359763;52;40
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;21828;8535626;25;73
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;40728;1513181;69;49
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;23291;4810531;77;12
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;24768;9704518;61;27
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;647;4528376;92;11
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;35982;3115075;28;98
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;30596;5190497;74;1
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;6260;1870586;24;23
;AREA V - INC;A958;CAPAS   ;CAPAS;;;;CATEGORY;32686;8924257;43;29
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;47502;8073807;73;10
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;39708;4820576;22;64
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;47621;1027158;77;62
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;8832;9066258;67;82
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;32520;9818287;51;21
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;41170;6072926;98;95
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;46035;8233962;51;2
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;17939;7942055;61;13
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;25424;8010615;38;82
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;23551;5863102;43;55
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;8315;3555078;48;48
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;5356;2911306;30;2
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;30344;5501813;42;65
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;9744;7772116;30;95
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;33118;4639445;83;64
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;19115;1532309;10;83
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;8467;4301492;18;28
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;7266;8023589;26;56
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;14156;3679827;1;22
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;2875;3696950;15;54
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;44061;6315998;20;13
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;21464;564325;70;65
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;43875;9463981;81;92
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;8140;3934330;4;74
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;46596;3656252;94;94
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;32356;4012240;25;77
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;4148;933436;85;100
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;926;7791727;70;55
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;6516;7944826;61;91
